iter	Logloss
209	0.3981982241
210	0.3981535262
211	0.3979599326
212	0.397741911
213	0.3976610457
214	0.3974571075
215	0.3973933724
216	0.3972666556
217	0.397113839
218	0.3970281058
219	0.3969179069
220	0.3967018803
221	0.3966013871
222	0.3965280367
223	0.3964195965
224	0.3963184219
225	0.3961794267
226	0.3960603279
227	0.3960216006
228	0.3958937622
229	0.395773132
230	0.3956698526
231	0.3954740378
232	0.3953000386
233	0.3952162066
234	0.3951868162
235	0.3951319362
236	0.3950154778
237	0.3949378066
238	0.3948319294
239	0.3947027731
240	0.3945730178
241	0.3944582891
242	0.3943999244
243	0.3942227431
244	0.3941377847
245	0.3940494971
246	0.3939625083
247	0.3938174251
248	0.3937721178
249	0.3937053833
250	0.3936184284
251	0.3935101998
252	0.3934296074
253	0.3933480087
254	0.3931342938
255	0.3930908083
256	0.3929859867
257	0.3929235271
258	0.3928255129
259	0.3926992056
260	0.3926011301
261	0.3925242201
262	0.3923023233
263	0.3922590942
264	0.392192277
265	0.3921064213
266	0.3920027184
267	0.391885792
268	0.3917930165
269	0.3917040844
270	0.3916194164
271	0.3915531651
272	0.3914479137
273	0.3913561634
274	0.3910127499
275	0.3909164492
276	0.3906920393
277	0.3906309196
278	0.3905190574
279	0.3905024619
280	0.3904310054
281	0.3902991211
282	0.390138621
283	0.3900095892
284	0.3899330987
285	0.3899162444
286	0.3898004451
287	0.3896861707
288	0.3895986917
289	0.3895470235
290	0.3894683636
291	0.3893778142
292	0.3893366701
293	0.3892712175
294	0.3891700041
295	0.3890852763
296	0.3889654768
297	0.3888779157
298	0.3887952037
299	0.3886503184
300	0.3884943408
301	0.3883883881
302	0.3882955522
303	0.3881873077
304	0.3881510416
305	0.3879929423
306	0.3879495696
307	0.3878935553
308	0.3878613879
309	0.3877861907
310	0.387597227
311	0.3875327643
312	0.3874596604
313	0.3874529768
314	0.3873347344
315	0.3872122407
316	0.3871821828
317	0.3871673628
318	0.387042808
319	0.3870195151
320	0.3869364697
321	0.3868726442
322	0.3868368217
323	0.3867850981
324	0.3867150778
325	0.3866741749
326	0.3865321016
327	0.3864595291
328	0.3864282939
329	0.3864086974
330	0.3863974648
331	0.3863289367
332	0.3862061781
333	0.3860760183
334	0.3859625739
335	0.3858596288
336	0.3857905156
337	0.3856878497
338	0.3855712314
339	0.3855307364
340	0.3854279092
341	0.3853170578
342	0.3852052216
343	0.3851086017
344	0.3850168553
345	0.3847926808
346	0.3847660677
347	0.3847429758
348	0.3846637973
349	0.3845714805
350	0.3844954606
351	0.3844124397
352	0.3843554458
353	0.3840241247
354	0.3839091366
355	0.3837789144
356	0.3836769614
357	0.3836332471
358	0.383538965
359	0.3834266766
360	0.3833624681
361	0.3832840038
362	0.3832059823
363	0.3831432618
364	0.3830485327
365	0.3830262296
366	0.3828593774
367	0.3828224137
368	0.382662372
369	0.3825841922
370	0.3823872545
371	0.3823545097
372	0.3822544564
373	0.3822248165
374	0.3821292624
375	0.3820422488
376	0.3819976156
377	0.3819616969
378	0.3819271223
379	0.3818452945
380	0.3817806817
381	0.381692409
382	0.3816020963
383	0.3815127035
384	0.3814741933
385	0.3814307256
386	0.3811536312
387	0.3811108112
388	0.3810540556
389	0.3809575317
390	0.3808718792
391	0.3807798557
392	0.3806997331
393	0.3806449523
394	0.3806047247
395	0.3805273087
396	0.3804511775
397	0.3803704842
398	0.3802934166
399	0.3801798997
400	0.3800884011
401	0.3799768379
402	0.3798879648
403	0.3797985499
404	0.3797062842
405	0.3795921199
406	0.3795104853
407	0.3794437575
408	0.3793426138
409	0.3792790062
410	0.3791678026
411	0.3791513908
412	0.3790691807
413	0.3789960797
414	0.3789082898
415	0.3788798171
416	0.3788301715
417	0.3787685895
418	0.3786701733
419	0.3785530339
420	0.3784487257
421	0.3783762046
422	0.3783410155
423	0.378270929
424	0.3781777405
425	0.3781022732
426	0.3780441968
427	0.3779982235
428	0.3779287107
429	0.3775677174
430	0.3775350288
431	0.3774673613
432	0.3773401249
433	0.3772938328
434	0.3771872243
435	0.3770950515
436	0.3769986839
437	0.3769548373
438	0.3768886205
439	0.3768071833
440	0.3765806996
441	0.376409756
442	0.3763814005
443	0.3763067338
444	0.3761921406
445	0.3761553152
446	0.3761282712
447	0.376065608
448	0.3760076391
449	0.3759222408
450	0.375859807
451	0.3757849302
452	0.3757758581
453	0.3756747016
454	0.3756653176
455	0.3755891438
456	0.3755645601
457	0.3755177385
458	0.3754584009
459	0.3754102953
460	0.3753379354
461	0.3752263379
462	0.3751712626
463	0.3751599159
464	0.3751400658
465	0.3750635966
466	0.3750316842
467	0.3749513765
468	0.3749053387
469	0.3748489193
470	0.3747854801
471	0.3747220925
472	0.3746976891
473	0.3746280385
474	0.3745527732
475	0.3744932863
476	0.3744300782
477	0.3743943965
478	0.3743864391
479	0.3743269074
480	0.3743092016
481	0.3742252495
482	0.3741504053
483	0.3740618516
484	0.3739696275
485	0.3739023647
486	0.3738454184
487	0.3737956326
488	0.3737563477
489	0.3736170064
490	0.3735508467
491	0.3734884684
492	0.3734302494
493	0.3733073688
494	0.3731972279
495	0.3731251223
496	0.3730703234
497	0.373019516
498	0.3729179513
499	0.3728372316
500	0.3727696335
501	0.3726985916
502	0.3726612624
503	0.3726328849
504	0.3725796137
505	0.3725299627
506	0.372492916
507	0.3724121165
508	0.3723969212
509	0.3722689885
510	0.3722041477
511	0.3720806028
512	0.372003696
513	0.371954118
514	0.3718760897
515	0.3717745045
516	0.3717161973
517	0.3716902769
518	0.3715888601
519	0.3715004946
520	0.3714434194
521	0.3713900311
522	0.3713323077
523	0.371279675
524	0.3712068376
525	0.3711489962
526	0.370975736
527	0.3708358436
528	0.370726283
529	0.3706658185
530	0.3704292282
531	0.3703538037
532	0.3702433088
533	0.3701606741
534	0.3700729792
535	0.3700128772
536	0.3699281833
537	0.3698494319
538	0.3697122247
539	0.3696059386
540	0.3695247313
541	0.3694267229
542	0.3693762571
543	0.3692797824
544	0.369222588
545	0.3691296538
546	0.3690943117
547	0.3689922225
548	0.3689322276
549	0.3688362651
550	0.3687535148
551	0.3686930211
552	0.3686204502
553	0.3685094441
554	0.3684749648
555	0.3684433058
556	0.3684140899
557	0.3683388763
558	0.3682233394
559	0.3681709456
560	0.3681453014
561	0.3681211078
562	0.3681127989
563	0.3680515165
564	0.3680083339
565	0.3679431705
566	0.3678748953
567	0.3677717699
568	0.3676831528
569	0.3676360387
570	0.3675208277
571	0.367421002
572	0.3673292581
573	0.3672730845
574	0.3672130254
575	0.3671841825
576	0.3670829101
577	0.367029108
578	0.367021697
579	0.3669387357
580	0.3668573324
581	0.366802508
582	0.3667206123
583	0.3666782093
584	0.3666158468
585	0.3665553123
586	0.3664804112
587	0.3664015009
588	0.3663430245
589	0.3662907587
590	0.3661114156
591	0.3660431404
592	0.3659768123
593	0.3658934121
594	0.365811505
595	0.3657553513
596	0.3657333159
597	0.3656512988
598	0.3656325491
599	0.3655804456
600	0.3655194454
601	0.3655101256
602	0.3654775662
603	0.3654185029
604	0.3653700674
605	0.3653159456
606	0.3652657976
607	0.3651748081
608	0.3651109564
609	0.3650555341
610	0.3650092413
611	0.3649017822
612	0.3648617535
613	0.3648013582
614	0.3647271406
615	0.3646578316
616	0.3645513417
617	0.3644586084
618	0.3643828217
619	0.3643276932
620	0.3642432765
621	0.3641026164
622	0.3640639618
623	0.3639844881
624	0.3638924513
625	0.3638248287
626	0.3637548018
627	0.3636652834
628	0.3636506663
629	0.3635972637
630	0.3635426179
631	0.3634804927
632	0.3634187826
633	0.3633231809
634	0.3633103293
635	0.3632793371
636	0.36319261
637	0.3631691218
638	0.363109701
639	0.3630227076
640	0.3629539196
641	0.3629368333
642	0.3628952127
643	0.3628155071
644	0.3627831415
645	0.3627487785
646	0.3626145611
647	0.3625284467
648	0.3623837736
649	0.3623216579
650	0.3622702309
651	0.3621826178
652	0.3621203666
653	0.3620409039
654	0.3619920083
655	0.3619071659
656	0.3619004304
657	0.3617926164
658	0.3616864939
659	0.3615972274
660	0.3615440341
661	0.3614841533
662	0.3614243116
663	0.3613403774
664	0.3612176584
665	0.3611747027
666	0.3610796173
667	0.3610583665
668	0.3609868256
669	0.3609441526
670	0.3609016391
671	0.3608198672
672	0.360718868
673	0.3606420488
674	0.3605976467
675	0.3605420574
676	0.3604689242
677	0.3604076545
678	0.3602938487
679	0.360230897
680	0.3601745136
681	0.3601283957
682	0.3600542795
683	0.3600057795
684	0.359956641
685	0.3598895635
686	0.3598350851
687	0.3597645232
688	0.3596819903
689	0.3596127256
690	0.3595417294
691	0.3595013112
692	0.3594479144
693	0.3593863886
694	0.3593011715
695	0.3592374513
696	0.3591791408
697	0.3591379376
698	0.3590461812
699	0.3589607514
700	0.3589153576
701	0.3588549976
702	0.3588047672
703	0.3586441607
704	0.358592413
705	0.3585129027
706	0.3584284604
707	0.3583766567
708	0.3583208667
709	0.3582310979
710	0.3581952958
711	0.3581432659
712	0.3580855126
713	0.3580401496
714	0.3579813183
715	0.3578902327
716	0.3578336916
717	0.3577792276
718	0.3577273016
719	0.3576834363
720	0.3576024471
721	0.3575287751
722	0.3575045703
723	0.3574179062
724	0.3573207024
725	0.3572374156
726	0.3571754318
727	0.3571263423
728	0.3570951096
729	0.3570389746
730	0.3569709376
731	0.3569071776
732	0.356860311
733	0.3568224078
734	0.3567268228
735	0.3566586
736	0.3565696939
737	0.3564854172
738	0.3564214167
739	0.356404079
740	0.3563662298
741	0.3563108129
742	0.3562660691
743	0.3561702008
744	0.3561283929
745	0.3560662165
746	0.3559977397
747	0.3558974721
748	0.3558410875
749	0.3557187448
750	0.3556361981
751	0.3555770669
752	0.3554445377
753	0.3553695599
754	0.3552258493
755	0.3551389667
756	0.3550443698
757	0.3549728129
758	0.3549263345
759	0.3548161969
760	0.3547715596
761	0.3546739713
762	0.3546286691
763	0.354577784
764	0.3545582348
765	0.3545013247
766	0.3544347313
767	0.354380891
768	0.3543095403
769	0.3542443967
770	0.354180636
771	0.3541199912
772	0.3540680834
773	0.353998967
774	0.3539701145
775	0.353908658
776	0.3538934034
777	0.3538546518
778	0.3537467327
779	0.3537174577
780	0.3536774495
781	0.3536260016
782	0.3535616974
783	0.353515657
784	0.3534611997
785	0.353421497
786	0.3533846977
787	0.353353092
788	0.3533168667
789	0.3532473668
790	0.3531833373
791	0.3531174341
792	0.3530734182
793	0.3530145575
794	0.3529611504
795	0.3528989262
796	0.3528449547
797	0.35277693
798	0.3527081207
799	0.3526570791
800	0.3525857318
801	0.3525587087
802	0.3524665105
803	0.3524263068
804	0.352373632
805	0.3523382427
806	0.3523183959
807	0.3522443825
808	0.3521983239
809	0.3521707845
810	0.3521551031
811	0.3520743179
812	0.3520492466
813	0.3519988363
814	0.3519256566
815	0.3518816086
816	0.3518015015
817	0.3517478301
818	0.3517266042
819	0.3516720252
820	0.3516260084
821	0.3515772576
822	0.3515452819
823	0.3514753279
824	0.3514248836
825	0.3514115791
826	0.3513875443
827	0.3513633299
828	0.351331319
829	0.351297467
830	0.3512646336
831	0.3511982352
832	0.3511803163
833	0.3511327042
834	0.3510797729
835	0.3510212611
836	0.3509843846
837	0.3509039688
838	0.3508469826
839	0.3507701139
840	0.3507077351
841	0.3506507033
842	0.3506099919
843	0.3505375256
844	0.3504839014
845	0.3504155796
846	0.35039636
847	0.3502980616
848	0.3502131421
849	0.3501555303
850	0.3500646013
851	0.3500033946
852	0.3499496713
853	0.3499217316
854	0.3499041724
855	0.3498581272
856	0.3498129833
857	0.349745176
858	0.3496832908
859	0.349671934
860	0.3496261886
861	0.3495503251
862	0.3495080366
863	0.3494523462
864	0.3494286674
865	0.3493440291
866	0.3493196708
867	0.3492598065
868	0.3492059931
869	0.349162432
870	0.3490968252
871	0.3490364045
872	0.3489427648
873	0.3488990315
874	0.3488585615
875	0.3488044373
876	0.3487477121
877	0.3486759844
878	0.3486233612
879	0.348568024
880	0.3484441621
881	0.3483941627
882	0.3483309497
883	0.3482678337
884	0.3481999576
885	0.3481552646
886	0.3481181362
887	0.3480521098
888	0.3480216502
889	0.3479879741
890	0.3479201357
891	0.3478714348
892	0.347824797
893	0.3477097963
894	0.3475600657
895	0.3475204529
896	0.3474641717
897	0.3473536099
898	0.3472949215
899	0.3472406105
900	0.3471841505
901	0.3471466354
902	0.3471051093
903	0.3470883651
904	0.3470259752
905	0.3469630718
906	0.3468920154
907	0.3468317793
908	0.34672785
909	0.3467115311
910	0.3466407356
911	0.3465960833
912	0.3465340856
913	0.3464803366
914	0.3464490821
915	0.3463824932
916	0.3463666842
917	0.3462659507
918	0.346210158
919	0.3461595118
920	0.3461433985
921	0.3461071282
922	0.3460535132
923	0.3460327933
924	0.3459941686
925	0.3459348877
926	0.345877514
927	0.3458314693
928	0.3457734996
929	0.3457492252
930	0.3456893168
931	0.3456239333
932	0.345575124
933	0.3455151686
934	0.3454788705
935	0.3453786389
936	0.3453323738
937	0.3452389974
938	0.3452061904
939	0.3451802599
940	0.3451704628
941	0.3451465097
942	0.3450473037
943	0.3449950035
944	0.3449656484
945	0.3448801185
946	0.3448412287
947	0.3447953988
948	0.3447389736
949	0.3446691521
950	0.3446155545
951	0.3446007135
952	0.3445416566
953	0.3444964534
954	0.3444625182
955	0.3444283944
956	0.344408897
957	0.3443613233
958	0.3443334571
959	0.3442951751
960	0.3442520275
961	0.344211197
962	0.3441593454
963	0.3440799738
964	0.3440130701
965	0.3439448478
966	0.3438653921
967	0.3438394108
968	0.3437773914
969	0.3437177441
970	0.3436760003
971	0.3435858632
972	0.3435165147
973	0.3434323117
974	0.3433872579
975	0.3433402205
976	0.3433000973
977	0.3431981882
978	0.3431618392
979	0.3431017499
980	0.3430178704
981	0.3429484365
982	0.3429073941
983	0.342880525
984	0.342804784
985	0.3427661624
986	0.3427184259
987	0.3426806202
988	0.3426433564
989	0.3426085855
990	0.3425261038
991	0.3425078547
992	0.34244908
993	0.3423783121
994	0.3423112558
995	0.3422481953
996	0.3421955885
997	0.3421338826
998	0.342076642
999	0.3420324679
1000	0.3419780639
1001	0.3419259793
1002	0.3418492881
1003	0.3417983622
1004	0.3417846419
1005	0.3417069906
1006	0.3416507853
1007	0.3416052493
1008	0.3415597113
1009	0.3415166517
1010	0.3414794861
1011	0.3414331624
1012	0.3413836089
1013	0.3413153292
1014	0.3412870768
1015	0.3412424255
1016	0.3411650765
1017	0.3410951709
1018	0.3410245319
1019	0.3409342008
1020	0.3409143003
1021	0.3408578561
1022	0.3408106375
1023	0.3407700036
1024	0.3406803718
1025	0.3406242208
1026	0.3405830587
1027	0.3405476499
1028	0.3404545617
1029	0.3403848278
1030	0.3403301203
1031	0.340283406
1032	0.3402368973
1033	0.3401687353
1034	0.3401001969
1035	0.340036278
1036	0.3399638127
1037	0.3398560113
1038	0.3397772485
1039	0.3397255954
1040	0.3396936692
1041	0.3396360886
1042	0.339590802
1043	0.3395710236
1044	0.3395298861
1045	0.3394797246
1046	0.3394272913
1047	0.3394099214
1048	0.3393727854
1049	0.3393377105
1050	0.3392751322
1051	0.3392188365
1052	0.3391718506
1053	0.3390968463
1054	0.339065711
1055	0.3390204298
1056	0.338971208
1057	0.3389599849
1058	0.3389345662
1059	0.3389048825
1060	0.3388360569
1061	0.3387729587
1062	0.3387080326
1063	0.3386628614
1064	0.3386106904
1065	0.338553509
1066	0.338483481
1067	0.3384086792
1068	0.3383828742
1069	0.3383194788
1070	0.3382672858
1071	0.3382353545
1072	0.3381466193
1073	0.3381112946
1074	0.3380831454
1075	0.3380281865
1076	0.3380132186
1077	0.3379592534
1078	0.3379027042
1079	0.3378310013
1080	0.3377853028
1081	0.3377514786
1082	0.3376670504
1083	0.3376035664
1084	0.3375592275
1085	0.3374978499
1086	0.3374627009
1087	0.3374298387
1088	0.3373892046
1089	0.3373328757
1090	0.3372737521
1091	0.3372236984
1092	0.3371690416
1093	0.3371042616
1094	0.3370871545
1095	0.337057561
1096	0.3370020995
1097	0.3369812769
1098	0.3369654805
1099	0.3369205651
1100	0.3369155047
1101	0.3368523472
1102	0.336845762
1103	0.3367820487
1104	0.3367432914
1105	0.3366885219
1106	0.3366468965
1107	0.336598732
1108	0.336587209
1109	0.336542916
1110	0.3365313566
1111	0.3365191336
1112	0.3364981189
1113	0.3364859358
1114	0.3364411342
1115	0.3363851685
1116	0.3363435298
1117	0.3363014275
1118	0.3362467992
1119	0.3362368635
1120	0.3362199652
1121	0.3361444333
1122	0.336116909
1123	0.3360437859
1124	0.3358564913
1125	0.335804312
1126	0.3357264518
1127	0.3356774518
1128	0.3356449219
1129	0.3356182146
1130	0.3355783621
1131	0.3355641452
1132	0.3355161727
1133	0.3354696513
1134	0.335396682
1135	0.3353581909
1136	0.3353163052
1137	0.33526344
1138	0.3352382669
1139	0.3351686654
1140	0.3351417508
1141	0.3351070593
1142	0.3350581129
1143	0.3350081874
1144	0.3349549611
1145	0.3349185835
1146	0.3348639756
1147	0.3348087709
1148	0.3347447809
1149	0.3346883151
1150	0.3346650934
1151	0.3346147575
1152	0.334596274
1153	0.3345305901
1154	0.3345105245
1155	0.3344750957
1156	0.3344266876
1157	0.3343818942
1158	0.3343553074
1159	0.3343305203
1160	0.334296943
1161	0.3342026755
1162	0.3341578424
1163	0.3340890706
1164	0.3340444385
1165	0.3339832618
1166	0.3339479577
1167	0.3339037351
1168	0.3338366437
1169	0.3337859916
1170	0.3337195274
1171	0.3336563849
1172	0.3335990174
1173	0.3335692346
1174	0.3335198074
1175	0.3334646741
1176	0.3334294912
1177	0.3334028957
1178	0.333358584
1179	0.3333186912
1180	0.3332771127
1181	0.3332324189
1182	0.3331780819
1183	0.3331078109
1184	0.3330632833
1185	0.3329960059
1186	0.3329378286
1187	0.3328671998
1188	0.3327980023
1189	0.3327457039
1190	0.3327353234
1191	0.3326687938
1192	0.3326455303
1193	0.3325680384
1194	0.332511542
1195	0.3324638201
1196	0.3324275644
1197	0.3323791392
1198	0.3323372485
1199	0.3322892208
1200	0.3322480824
1201	0.3321815273
1202	0.3321371462
1203	0.3320952856
1204	0.332034803
1205	0.3319902401
1206	0.3319433217
1207	0.3318942895
1208	0.3318457599
1209	0.3317893699
1210	0.3317223358
1211	0.3316341591
1212	0.3316118978
1213	0.3315822813
1214	0.3314768046
1215	0.331431698
1216	0.3313940588
1217	0.3313494185
1218	0.3312982453
1219	0.3312480778
1220	0.3311919548
1221	0.3311377171
1222	0.3310825917
1223	0.3310247234
1224	0.3309573974
1225	0.3309177407
1226	0.3308844845
1227	0.3308207401
1228	0.3307829975
1229	0.3307203187
1230	0.3306703965
1231	0.3306397283
1232	0.3305766225
1233	0.3305673389
1234	0.3304977615
1235	0.3304562143
1236	0.330422124
1237	0.3303867195
1238	0.3303174662
1239	0.3302838136
1240	0.3302208303
1241	0.3301836421
1242	0.3301317708
1243	0.330118331
1244	0.3300700339
1245	0.3300644627
1246	0.3300144671
1247	0.3299269341
1248	0.3298894711
1249	0.32984847
1250	0.3298288398
1251	0.329789992
1252	0.3297531787
1253	0.329711097
1254	0.329670278
1255	0.3296555662
1256	0.3296353821
1257	0.3295805465
1258	0.3295533075
1259	0.3294764072
1260	0.3294229848
1261	0.3293644394
1262	0.3292950078
1263	0.3292026075
1264	0.3291247748
1265	0.3290887521
1266	0.3290113776
1267	0.328991333
1268	0.3289747188
1269	0.3289518886
1270	0.3289202576
1271	0.32885558
1272	0.3287987968
1273	0.3287520944
1274	0.3287174415
1275	0.3286870506
1276	0.3286379052
1277	0.3285315227
1278	0.3284883681
1279	0.3284443168
1280	0.32837769
1281	0.328330809
1282	0.3282700538
1283	0.3282107729
1284	0.3281762752
1285	0.3281604213
1286	0.3280859032
1287	0.3280567491
1288	0.3279992052
1289	0.3279537023
1290	0.3279119482
1291	0.3278548704
1292	0.3278209008
1293	0.3277773142
1294	0.327721104
1295	0.3276958537
1296	0.3276453822
1297	0.3276199009
1298	0.3275706817
1299	0.3275163096
1300	0.3274590463
1301	0.3274127238
1302	0.3273452512
1303	0.3272750127
1304	0.3272220606
1305	0.3271693243
1306	0.3271199
1307	0.3270404359
1308	0.3269883192
1309	0.3269478518
1310	0.3268831833
1311	0.3268485435
1312	0.3267684007
1313	0.3267355672
1314	0.3266543761
1315	0.3265945855
1316	0.3265221916
1317	0.3264468086
1318	0.3264287018
1319	0.3263700859
1320	0.3262982149
1321	0.3262399635
1322	0.3261927758
1323	0.3261602434
1324	0.3261507515
1325	0.3261115043
1326	0.326073836
1327	0.3260405527
1328	0.3260178554
1329	0.3259652215
1330	0.3259096421
1331	0.3258567379
1332	0.3257944424
1333	0.3257574405
